mag,place,time,url,magType,longitude,latitude,depth
1.12,"2 km NE of The Geysers, CA",1698215973490,https://earthquake.usgs.gov/earthquakes/eventpage/nc73951070,md,-122.7344971,38.7895012,1.63
1.41,"13 km SE of Bodfish, CA",1698215473100,https://earthquake.usgs.gov/earthquakes/eventpage/ci40586904,ml,-118.3973333,35.496,8.68
1.04,"7 km E of Coso Junction, CA",1698214771080,https://earthquake.usgs.gov/earthquakes/eventpage/ci40586896,ml,-117.8676667,36.0478333,1.05
1.6,"50 km SSE of Denali National Park, Alaska",1698214241633,https://earthquake.usgs.gov/earthquakes/eventpage/ak023doxs95v,ml,-151.4624,63.1004,3.2
0.9,Alaska Peninsula,1698214218468,https://earthquake.usgs.gov/earthquakes/eventpage/ak023doxs7di,ml,-155.1855,58.2514,0.5
4.0,"84 km WNW of Pólis, Cyprus",1698214188426,https://earthquake.usgs.gov/earthquakes/eventpage/us7000l65y,mb,31.6116,35.391,59.919
0.46,"7 km S of Idyllwild, CA",1698213663240,https://earthquake.usgs.gov/earthquakes/eventpage/ci40586888,ml,-116.7335,33.6746667,14.96
0.78,"8 km WNW of Cobb, CA",1698213643460,https://earthquake.usgs.gov/earthquakes/eventpage/nc73951060,md,-122.8143311,38.836834,1.47
2.0,"8 km E of Coso Junction, CA",1698213583240,https://earthquake.usgs.gov/earthquakes/eventpage/ci40586880,ml,-117.8608333,36.0461667,0.79
1.7,northern Alaska,1698212732599,https://earthquake.usgs.gov/earthquakes/eventpage/ak023doxeax7,ml,-144.736,65.4553,0.8
1.19,"2 km SW of El Cajon, CA",1698212645580,https://earthquake.usgs.gov/earthquakes/eventpage/ci40586872,ml,-116.9725,32.7843333,16.61
2.37,"4 km SSW of Ratliff City, Oklahoma",1698212213748,https://earthquake.usgs.gov/earthquakes/eventpage/ok2023uxbn,ml,-97.52186584,34.40821838,1.469940186
3.5,"22 km E of Grindavík, Iceland",1698212140053,https://earthquake.usgs.gov/earthquakes/eventpage/us7000l661,mb_lg,-21.9759,63.8318,10.0
1.64,"12 km WSW of Ludlow, CA",1698211218530,https://earthquake.usgs.gov/earthquakes/eventpage/ci40586864,ml,-116.2878333,34.6835,2.33
1.14,"39 km NE of Big Bear City, CA",1698210694740,https://earthquake.usgs.gov/earthquakes/eventpage/ci40586856,ml,-116.5043333,34.467,0.07
0.9,"16 km S of Ester, Alaska",1698210392921,https://earthquake.usgs.gov/earthquakes/eventpage/ak023dox5y0s,ml,-148.0645,64.6998,27.3
2.7,northern Alaska,1698209850776,https://earthquake.usgs.gov/earthquakes/eventpage/ak023dowvfrp,ml,-144.7139,66.3894,0.0
0.93,"7 km NW of The Geysers, CA",1698209169420,https://earthquake.usgs.gov/earthquakes/eventpage/nc73951050,md,-122.8138351,38.8266678,2.1
1.9,"13 km SE of Bodfish, CA",1698206410450,https://earthquake.usgs.gov/earthquakes/eventpage/ci40586832,ml,-118.393,35.4986667,6.52
4.5,"93 km N of Ambon, Indonesia",1698206266749,https://earthquake.usgs.gov/earthquakes/eventpage/us7000l65f,mb,128.1118,-2.849,23.875
0.65,"10 km WNW of Cobb, CA",1698205872200,https://earthquake.usgs.gov/earthquakes/eventpage/nc73951025,md,-122.8314972,38.8443336,1.61
5.2,"54 km WNW of Lae, Papua New Guinea",1698205763206,https://earthquake.usgs.gov/earthquakes/eventpage/us7000l65d,mb,146.5797,-6.4611,69.599
0.68,"8 km NW of The Geysers, CA",1698204866890,https://earthquake.usgs.gov/earthquakes/eventpage/nc73951020,md,-122.815834,38.8308334,1.92
1.9,Alaska Peninsula,1698204789089,https://earthquake.usgs.gov/earthquakes/eventpage/ak023dow4tb0,ml,-157.8133,57.6936,41.0
0.5,"86 km NW of Karluk, Alaska",1698204448992,https://earthquake.usgs.gov/earthquakes/eventpage/ak023dow3kjn,ml,-155.3661,58.1768,0.0
2.61,Mona Passage,1698203939760,https://earthquake.usgs.gov/earthquakes/eventpage/pr71429778,md,-67.3626666666667,18.1706666666667,17.79
2.22,"6 km NNW of Truckee, CA",1698203574730,https://earthquake.usgs.gov/earthquakes/eventpage/nc73951015,md,-120.1988333,39.3845,8.7
2.06,"0 km WNW of View Park-Windsor Hills, CA",1698202562830,https://earthquake.usgs.gov/earthquakes/eventpage/ci40586824,ml,-118.3503333,33.9963333,9.76
1.04,"4 km NNW of Lake Henshaw, CA",1698201705890,https://earthquake.usgs.gov/earthquakes/eventpage/ci40586808,ml,-116.776,33.2721667,12.11
1.81,"7 km SSW of Minco, Oklahoma",1698201367744,https://earthquake.usgs.gov/earthquakes/eventpage/ok2023uwvo,ml,-97.98551178,35.25688171,3.364129305
0.89,"16 km E of Seven Trees, CA",1698201307310,https://earthquake.usgs.gov/earthquakes/eventpage/nc73951010,md,-121.6541667,37.2871667,6.89
0.44,"8 km ESE of Valle Vista, CA",1698200068740,https://earthquake.usgs.gov/earthquakes/eventpage/ci40586792,ml,-116.8168333,33.7228333,15.49
1.79999995,"15 km S of Volcano, Hawaii",1698199834000,https://earthquake.usgs.gov/earthquakes/eventpage/hv73623047,md,-155.251495361328,19.3073329925537,29.1499996185303
1.32,"14 km ENE of Ridgecrest, CA",1698199824210,https://earthquake.usgs.gov/earthquakes/eventpage/ci40586784,ml,-117.5435,35.6813333,2.07
1.3,"1 km S of Big Lake, Alaska",1698199741476,https://earthquake.usgs.gov/earthquakes/eventpage/ak023dove7xf,ml,-149.9545,61.5049,32.4
1.5,"59 km SSE of Cantwell, Alaska",1698199593421,https://earthquake.usgs.gov/earthquakes/eventpage/ak023dovdn8u,ml,-148.3465,62.9335,53.9
1.91,"22 km NNW of San Simeon, CA",1698199560850,https://earthquake.usgs.gov/earthquakes/eventpage/nc73951005,md,-121.321167,35.8084984,3.72
1.12,"9 km N of Interlaken, CA",1698198627260,https://earthquake.usgs.gov/earthquakes/eventpage/nc73951000,md,-121.7195,37.0275,11.18
1.6,Southeastern Alaska,1698198561859,https://earthquake.usgs.gov/earthquakes/eventpage/ak023dov1ejd,ml,-139.3968,59.9413,1.1
0.76,"10 km NW of The Geysers, CA",1698196835160,https://earthquake.usgs.gov/earthquakes/eventpage/nc73950985,md,-122.838501,38.8395004,1.41
1.75,"10 km SSW of Volcano, Hawaii",1698196298980,https://earthquake.usgs.gov/earthquakes/eventpage/hv73622997,ml,-155.286499023438,19.3606662750244,2.27999997138977
1.1,"33 km NNE of Whittier, Alaska",1698196223650,https://earthquake.usgs.gov/earthquakes/eventpage/ak023dout1r7,ml,-148.4128,61.0414,1.2
1.88,"4 km S of Pāhala, Hawaii",1698195993450,https://earthquake.usgs.gov/earthquakes/eventpage/hv73622992,md,-155.476837158203,19.1634998321533,31.0400009155273
2.32,"13 km ESE of Pāhala, Hawaii",1698195712560,https://earthquake.usgs.gov/earthquakes/eventpage/hv73622987,ml,-155.364669799805,19.1490001678467,28.1499996185303
0.79,"6 km NNE of Banning, CA",1698194916790,https://earthquake.usgs.gov/earthquakes/eventpage/ci40586776,ml,-116.8548333,33.979,4.02
1.9,"Kenai Peninsula, Alaska",1698194691386,https://earthquake.usgs.gov/earthquakes/eventpage/ak023doueymq,ml,-151.8842,60.2488,67.5
3.87,"160 km NNE of Vieques, Puerto Rico",1698194374490,https://earthquake.usgs.gov/earthquakes/eventpage/pr2023298000,md,-65.3325,19.7981,33.0
1.3,"77 km ENE of Chase, Alaska",1698194230098,https://earthquake.usgs.gov/earthquakes/eventpage/ak023douddfl,ml,-148.6716,62.6661,54.9
0.85,"10 km S of Idyllwild, CA",1698193998780,https://earthquake.usgs.gov/earthquakes/eventpage/ci40586768,ml,-116.7233333,33.6471667,14.2
1.91999996,,1698193792810,https://earthquake.usgs.gov/earthquakes/eventpage/hv73622962,md,-155.488327026367,19.1788330078125,32.2999992370605
0.9,"7 km NW of The Geysers, CA",1698193284060,https://earthquake.usgs.gov/earthquakes/eventpage/nc73950980,md,-122.8088303,38.8224983,1.29
1.6,"53 km NNE of Chase, Alaska",1698192293943,https://earthquake.usgs.gov/earthquakes/eventpage/ak023dou6e6q,ml,-149.7697,62.9006,65.0
0.71,"8 km NW of The Geysers, CA",1698191915190,https://earthquake.usgs.gov/earthquakes/eventpage/nc73950970,md,-122.8156662,38.8323326,1.92
1.1,Central Alaska,1698190117228,https://earthquake.usgs.gov/earthquakes/eventpage/ak023dnkh4fv,ml,-150.6613,62.9656,94.1
1.06,"13 km SSE of Livermore, CA",1698189847520,https://earthquake.usgs.gov/earthquakes/eventpage/nc73950960,md,-121.6981667,37.5826667,4.17
1.2,"15 km N of Meadow Lakes, Alaska",1698189063818,https://earthquake.usgs.gov/earthquakes/eventpage/ak023dnkder1,ml,-149.5821,61.7673,39.3
1.1,"54 km SSE of Cantwell, Alaska",1698188838673,https://earthquake.usgs.gov/earthquakes/eventpage/ak023dnkcl17,ml,-148.429,62.9646,71.8
1.4,Nevada,1698188117654,https://earthquake.usgs.gov/earthquakes/eventpage/nn00867853,ml,-119.6785,40.1004,16.0
2.5,"8 km S of Two Rivers, Alaska",1698187647474,https://earthquake.usgs.gov/earthquakes/eventpage/ak023dnjzqqz,ml,-147.0358,64.7919,6.9
1.4,Southern Alaska,1698187351438,https://earthquake.usgs.gov/earthquakes/eventpage/ak023dnjyoh3,ml,-150.084,61.3058,38.6
2.25999999,"4 km SSW of Pāhala, Hawaii",1698186879200,https://earthquake.usgs.gov/earthquakes/eventpage/hv73622797,md,-155.489837646484,19.162166595459,35.5400009155273
1.2,"30 km ENE of Manley Hot Springs, Alaska",1698186071119,https://earthquake.usgs.gov/earthquakes/eventpage/ak023dnju4vb,ml,-150.0822,65.1378,10.5
1.49,"42 km NNE of Spencer, Idaho",1698186070880,https://earthquake.usgs.gov/earthquakes/eventpage/mb90030783,ml,-111.900833333333,44.6855,8.65
5.1,,1698185985618,https://earthquake.usgs.gov/earthquakes/eventpage/us7000l63e,mww,-17.9166,64.7356,10.0
4.7,near the coast of central Peru,1698185846078,https://earthquake.usgs.gov/earthquakes/eventpage/us7000l63d,mb,-76.6398,-13.1372,56.027
1.04,"10 km WNW of The Geysers, CA",1698185441960,https://earthquake.usgs.gov/earthquakes/eventpage/nc73950945,md,-122.8539963,38.8231659,2.61
4.8,"182 km SSW of Severo-Kuril’sk, Russia",1698184971280,https://earthquake.usgs.gov/earthquakes/eventpage/us7000l63a,mb,154.9157,49.2311,72.453
2.3,"Kenai Peninsula, Alaska",1698184563275,https://earthquake.usgs.gov/earthquakes/eventpage/ak023dnjg6pz,ml,-151.8265,60.0507,71.5
2.64,"3 km WSW of Guánica, Puerto Rico",1698183657500,https://earthquake.usgs.gov/earthquakes/eventpage/pr71429758,md,-66.9348333333333,17.9628333333333,14.26
1.75999999,"7 km SSW of Volcano, Hawaii",1698183094860,https://earthquake.usgs.gov/earthquakes/eventpage/hv73622767,md,-155.273498535156,19.3861675262451,2.0699999332428
1.04,"3 km N of Healdsburg, CA",1698182663910,https://earthquake.usgs.gov/earthquakes/eventpage/nc73950940,md,-122.8676667,38.6396667,3.51
1.2,"4 km NNW of Lake Henshaw, CA",1698182309150,https://earthquake.usgs.gov/earthquakes/eventpage/ci40586616,ml,-116.7795,33.2698333,12.62
0.38,"2 km ENE of The Geysers, CA",1698181903160,https://earthquake.usgs.gov/earthquakes/eventpage/nc73950930,md,-122.7334976,38.7836685,1.98
0.71,"2 km ENE of The Geysers, CA",1698181730630,https://earthquake.usgs.gov/earthquakes/eventpage/nc73950925,md,-122.7350006,38.7836685,1.6
1.16,"2 km ENE of The Geysers, CA",1698181718580,https://earthquake.usgs.gov/earthquakes/eventpage/nc73950920,md,-122.7344971,38.784832,0.82
0.75,"7 km NW of The Geysers, CA",1698181486720,https://earthquake.usgs.gov/earthquakes/eventpage/nc73950915,md,-122.8088303,38.8236656,0.62
1.9,"67 km NNE of Petersville, Alaska",1698180994685,https://earthquake.usgs.gov/earthquakes/eventpage/ak023dniutjg,ml,-150.3324,63.065,87.6
1.4,"19 km SE of Tanana, Alaska",1698180723161,https://earthquake.usgs.gov/earthquakes/eventpage/ak023dnitw8s,ml,-151.7619,65.0634,5.2
1.69,"7 km NW of The Geysers, CA",1698180448100,https://earthquake.usgs.gov/earthquakes/eventpage/nc73950910,md,-122.8083344,38.8235016,1.25
2.3,"15 km SSW of King Cove, Alaska",1698179575268,https://earthquake.usgs.gov/earthquakes/eventpage/ak023dnippeq,ml,-162.3895,54.9272,85.5
4.4,"8 km ENE of Tapay, Peru",1698178909793,https://earthquake.usgs.gov/earthquakes/eventpage/us7000l62h,mb,-71.8631,-15.5467,122.291
1.2,"37 km NNW of Chickaloon, Alaska",1698177996715,https://earthquake.usgs.gov/earthquakes/eventpage/ak023dnik3w7,ml,-148.6457,62.1265,35.5
1.88,"7 km SSE of Salinas, Puerto Rico",1698177780010,https://earthquake.usgs.gov/earthquakes/eventpage/pr71429748,md,-66.2846666666667,17.9143333333333,14.58
1.79,"11 km SSW of Volcano, Hawaii",1698177436040,https://earthquake.usgs.gov/earthquakes/eventpage/hv73622642,ml,-155.283828735352,19.3533325195312,3.05999994277954
0.34,"9 km WNW of Cobb, CA",1698177372890,https://earthquake.usgs.gov/earthquakes/eventpage/nc73950890,md,-122.8265,38.8408333,1.46
2.2,"50 km S of Silver Peak, Nevada",1698177182278,https://earthquake.usgs.gov/earthquakes/eventpage/nn00867834,ml,-117.5965,37.2972,6.5
2.67,"8 km SSW of Holtville, CA",1698177064640,https://earthquake.usgs.gov/earthquakes/eventpage/ci40586488,ml,-115.4133333,32.7491667,15.26
0.97,"6 km ESE of Temecula, CA",1698176577900,https://earthquake.usgs.gov/earthquakes/eventpage/ci40586472,ml,-117.0901667,33.466,13.7
1.42,"8 km SSW of Holtville, CA",1698176342300,https://earthquake.usgs.gov/earthquakes/eventpage/ci40586464,ml,-115.4253333,32.7515,13.38
2.28,"1 km SSW of Pāhala, Hawaii",1698175934570,https://earthquake.usgs.gov/earthquakes/eventpage/hv73622612,ml,-155.481506347656,19.1903324127197,30.6000003814697
1.07,"6 km SE of Bonita, CA",1698175833560,https://earthquake.usgs.gov/earthquakes/eventpage/ci40586448,ml,-116.981,32.6283333,-0.43
0.81,"6 km E of Palomar Observatory, CA",1698175064310,https://earthquake.usgs.gov/earthquakes/eventpage/ci40586432,ml,-116.7985,33.3616667,15.05
0.36,"10 km NW of The Geysers, CA",1698175046450,https://earthquake.usgs.gov/earthquakes/eventpage/nc73950880,md,-122.8513336,38.8279991,1.56
1.84,"10 km NW of The Geysers, CA",1698175024070,https://earthquake.usgs.gov/earthquakes/eventpage/nc73950875,md,-122.8503342,38.8268318,1.58
0.64,"10 km NW of The Geysers, CA",1698174991710,https://earthquake.usgs.gov/earthquakes/eventpage/nc73950870,md,-122.8513336,38.8279991,1.35
0.87,Western Montana,1698174894610,https://earthquake.usgs.gov/earthquakes/eventpage/mb90030773,ml,-114.324166666667,47.8461666666667,-2.0
0.86,"11 km WSW of Morongo Valley, CA",1698174833150,https://earthquake.usgs.gov/earthquakes/eventpage/ci40586416,ml,-116.6945,34.0138333,13.07
1.24,"3 km WSW of Cobb, CA",1698174803020,https://earthquake.usgs.gov/earthquakes/eventpage/nc73950865,md,-122.7593307,38.8115005,0.44
1.6133557558059692,"7 km NNE of Government Camp, Oregon",1698174210230,https://earthquake.usgs.gov/earthquakes/eventpage/uw61959072,ml,-121.70500183105469,45.36149978637695,0.819999992847443
0.75,"15 km ESE of Little Lake, CA",1698173846740,https://earthquake.usgs.gov/earthquakes/eventpage/ci40586408,ml,-117.7506667,35.9015,8.74
2.17000008,"4 km S of Pāhala, Hawaii",1698173842220,https://earthquake.usgs.gov/earthquakes/eventpage/hv73622567,md,-155.473159790039,19.1588325500488,33.4300003051758
1.42,"7 km SSW of Mojave, CA",1698173727970,https://earthquake.usgs.gov/earthquakes/eventpage/ci40586400,ml,-118.1916667,34.9901667,-0.9
1.74,"2 km ENE of Berkeley, CA",1698173631540,https://earthquake.usgs.gov/earthquakes/eventpage/nc73950860,md,-122.2531662,37.8761673,8.81
0.61,"10 km NW of The Geysers, CA",1698173370010,https://earthquake.usgs.gov/earthquakes/eventpage/nc73950855,md,-122.840332,38.8396683,2.08
0.84,"2 km NW of The Geysers, CA",1698172809380,https://earthquake.usgs.gov/earthquakes/eventpage/nc73950845,md,-122.7683334,38.7896652,1.24
1.90999997,"1 km SSW of Pāhala, Hawaii",1698172584520,https://earthquake.usgs.gov/earthquakes/eventpage/hv73622537,md,-155.483673095703,19.1860008239746,31.4400005340576
1.6,"48 km ENE of Chenega, Alaska",1698172199286,https://earthquake.usgs.gov/earthquakes/eventpage/ak023dnhi7w2,ml,-147.2621,60.2858,52.3
1.4,"40 km S of Nelchina, Alaska",1698172174799,https://earthquake.usgs.gov/earthquakes/eventpage/ak023dnhi607,ml,-146.6372,61.6326,31.2
1.86000001,"1 km ESE of Kapowsin, Washington",1698172070930,https://earthquake.usgs.gov/earthquakes/eventpage/uw61959067,md,-122.20999908447266,46.97949981689453,1.5
1.2,northern Alaska,1698171755230,https://earthquake.usgs.gov/earthquakes/eventpage/ak023dnhgo0z,ml,-151.1488,65.0809,12.9
4.0,Chile-Argentina border region,1698171691834,https://earthquake.usgs.gov/earthquakes/eventpage/us7000l61i,mb,-67.3778,-23.9917,219.645
1.49,"2 km ENE of Aromas, CA",1698171605750,https://earthquake.usgs.gov/earthquakes/eventpage/nc73950830,md,-121.6203333,36.8928333,-0.12
2.51,"2 km ENE of Berkeley, CA",1698170993890,https://earthquake.usgs.gov/earthquakes/eventpage/nc73950825,md,-122.2541667,37.8756667,8.82
4.6,western Xizang,1698170565917,https://earthquake.usgs.gov/earthquakes/eventpage/us7000l61c,mb,87.4205,33.5556,10.018
0.39,"2 km NW of The Geysers, CA",1698170436580,https://earthquake.usgs.gov/earthquakes/eventpage/nc73950820,md,-122.7678333,38.7891667,2.27
0.96,"5 km SE of Home Gardens, CA",1698170345520,https://earthquake.usgs.gov/earthquakes/eventpage/ci40586360,ml,-117.4916667,33.8446667,-0.51
1.5,"Kenai Peninsula, Alaska",1698170137252,https://earthquake.usgs.gov/earthquakes/eventpage/ak023dnh2b7h,ml,-151.4913,60.2612,34.1
0.5,"10 km WNW of Cobb, CA",1698169556750,https://earthquake.usgs.gov/earthquakes/eventpage/nc73950815,md,-122.8306656,38.8446655,1.32
1.08,"13 km SE of Middletown, CA",1698169365450,https://earthquake.usgs.gov/earthquakes/eventpage/nc73950810,md,-122.4963333,38.6853333,6.74
0.4,"8 km W of Cobb, CA",1698169212830,https://earthquake.usgs.gov/earthquakes/eventpage/nc73950805,md,-122.8160019,38.8346672,1.24
1.27,"12 km SE of Tehachapi, CA",1698168939310,https://earthquake.usgs.gov/earthquakes/eventpage/ci40586304,ml,-118.3506667,35.0565,-0.93
0.57,"8 km WNW of The Geysers, CA",1698168826420,https://earthquake.usgs.gov/earthquakes/eventpage/nc73950795,md,-122.8291702,38.8148346,0.89
1.76,"13 km SSW of Volcano, Hawaii",1698168642650,https://earthquake.usgs.gov/earthquakes/eventpage/hv73622462,ml,-155.299499511719,19.3400001525879,2.55999994277954
1.46,"4 km W of Cobb, CA",1698168463420,https://earthquake.usgs.gov/earthquakes/eventpage/nc73950790,md,-122.7648315,38.8203316,1.75
0.5,"10 km NW of The Geysers, CA",1698167675330,https://earthquake.usgs.gov/earthquakes/eventpage/nc73950785,md,-122.8351669,38.840332,1.64
0.65,"19 km ESE of Little Lake, CA",1698167055910,https://earthquake.usgs.gov/earthquakes/eventpage/ci40586264,ml,-117.7068333,35.871,10.76
1.4,"7 km ENE of Mammoth Lakes, CA",1698166949080,https://earthquake.usgs.gov/earthquakes/eventpage/nc73950780,md,-118.8978333,37.6496667,-2.35
1.11,"1 km N of Clearview, Washington",1698166045000,https://earthquake.usgs.gov/earthquakes/eventpage/uw61959052,ml,-122.12716666666667,47.851166666666664,22.26
1.04,"3 km WNW of Anderson Springs, CA",1698165540620,https://earthquake.usgs.gov/earthquakes/eventpage/nc73950775,md,-122.7236633,38.7820015,1.72
0.8,"64 km NW of Petersville, Alaska",1698165207572,https://earthquake.usgs.gov/earthquakes/eventpage/ak023dngc53p,ml,-151.7616,62.8567,11.5
